Marion (C)	South Australia	Major Cities of Australia	73.5%	55.3%	 77,742 
Mid Murray (DC)	South Australia	Inner Regional Australia	59.9%	41.4%	 7,878 
Mitcham (C)	South Australia	Major Cities of Australia	80.9%	64.6%	 55,506 
Mount Barker (DC)	South Australia	Inner Regional Australia	73.5%	54.0%	 29,194 
Mount Gambier (C)	South Australia	Inner Regional Australia	81.4%	50.7%	 21,802 
Mount Remarkable (DC)	South Australia	Outer Regional Australia	67.2%	50.4%	 2,491 
Murray Bridge (RC)	South Australia	Inner Regional Australia	60.0%	43.0%	 18,602 
Naracoorte and Lucindale (DC)	South Australia	Outer Regional Australia	78.1%	54.7%	 6,866 
Northern Areas (DC)	South Australia	Outer Regional Australia	75.9%	56.5%	 3,779 
Norwood Payneham St Peters (C)	South Australia	Major Cities of Australia	75.3%	58.0%	 31,585 
Onkaparinga (C)	South Australia	Major Cities of Australia	69.5%	53.3%	 140,961 
Orroroo/Carrieton (DC)	South Australia	Outer Regional Australia	81.8%	58.8%	 699 
Peterborough (DC)	South Australia	Outer Regional Australia	61.0%	34.6%	 1,470 
Playford (C)	South Australia	Major Cities of Australia	54.1%	36.5%	 72,425 
Port Adelaide Enfield (C)	South Australia	Major Cities of Australia	66.8%	46.5%	 105,880 
Port Augusta (C)	South Australia	Outer Regional Australia	67.5%	51.3%	 11,206 
Port Lincoln (C)	South Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 11,782 
Port Pirie City and Dists (M)	South Australia	Outer Regional Australia	66.3%	50.4%	 14,441 
Prospect (C)	South Australia	Major Cities of Australia	74.3%	55.6%	 17,667 
Renmark Paringa (DC)	South Australia	Outer Regional Australia	64.7%	38.1%	 8,204 
Robe (DC)	South Australia	Outer Regional Australia	76.3%	59.1%	 1,263 
Roxby Downs (M)	South Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,941 
Salisbury (C)	South Australia	Major Cities of Australia	61.2%	42.4%	 114,763 
Southern Mallee (DC)	South Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,720 
Streaky Bay (DC)	South Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,715 
Tatiara (DC)	South Australia	Outer Regional Australia	69.9%	49.0%	 5,557 
Tea Tree Gully (C)	South Australia	Major Cities of Australia	70.5%	51.3%	 82,506 
The Coorong (DC)	South Australia	Outer Regional Australia	67.5%	49.9%	 4,457 
Tumby Bay (DC)	South Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,241 
Unley (C)	South Australia	Major Cities of Australia	79.4%	63.7%	 32,926 
Victor Harbor (C)	South Australia	Inner Regional Australia	81.7%	63.9%	 13,395 
Wakefield (DC)	South Australia	Inner Regional Australia	67.8%	49.7%	 5,537 
Walkerville (M)	South Australia	Major Cities of Australia	80.1%	64.5%	 6,778 
Wattle Range (DC)	South Australia	Outer Regional Australia	68.9%	48.4%	 9,916 
West Torrens (C)	South Australia	Major Cities of Australia	68.7%	50.7%	 51,839 
Whyalla (C)	South Australia	Outer Regional Australia	65.7%	50.6%	 17,494 
Wudinna (DC)	South Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,026 
Yankalilla (DC)	South Australia	Inner Regional Australia	71.8%	53.9%	 4,774 
Yorke Peninsula (DC)	South Australia	Outer Regional Australia	74.3%	53.3%	 9,738 
Unincorporated SA	South Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 3,012 
Albany (C)	Western Australia	Outer Regional Australia	69.0%	48.1%	 31,107 
Armadale (C)	Western Australia	Major Cities of Australia	61.7%	43.3%	 69,570 
Ashburton (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 11,339 
Augusta-Margaret River (S)	Western Australia	Inner Regional Australia	66.4%	44.7%	 12,635 
Bassendean (T)	Western Australia	Major Cities of Australia	70.5%	50.3%	 12,975 
Bayswater (C)	Western Australia	Major Cities of Australia	67.9%	49.3%	 57,472 
Belmont (C)	Western Australia	Major Cities of Australia	62.3%	44.4%	 35,165 
Beverley (S)	Western Australia	Outer Regional Australia	70.1%	51.7%	 1,498 
Boddington (S)	Western Australia	Inner Regional Australia	53.5%	37.7%	 1,453 
Boyup Brook (S)	Western Australia	Outer Regional Australia	61.1%	43.4%	 1,420 
Bridgetown-Greenbushes (S)	Western Australia	Outer Regional Australia	72.4%	52.5%	 3,882 
Brookton (S)	Western Australia	Outer Regional Australia	75.6%	51.0%	 759 
Broome (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 12,748 
Broomehill-Tambellup (S)	Western Australia	Outer Regional Australia	52.4%	37.4%	 827 
Bruce Rock (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 750 
Bunbury (C)	Western Australia	Inner Regional Australia	70.1%	50.7%	 25,968 
Busselton (C)	Western Australia	Inner Regional Australia	71.5%	52.1%	 31,743 
Cambridge (T)	Western Australia	Major Cities of Australia	88.1%	71.2%	 22,905 
Canning (C)	Western Australia	Major Cities of Australia	74.8%	54.6%	 76,082 
Capel (S)	Western Australia	Inner Regional Australia	65.3%	46.3%	 14,004 
Carnamah (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 441 
Carnarvon (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 4,142 
Chapman Valley (S)	Western Australia	Outer Regional Australia	41.9%	25.6%	 1,179 
Chittering (S)	Western Australia	Inner Regional Australia	58.6%	40.8%	 4,799 
Claremont (T)	Western Australia	Major Cities of Australia	88.9%	74.2%	 9,016 
Cockburn (C)	Western Australia	Major Cities of Australia	66.5%	47.6%	 91,462 
Collie (S)	Western Australia	Inner Regional Australia	60.6%	43.0%	 6,971 
Coolgardie (S)	Western Australia	Outer Regional Australia	41.5%	28.0%	 2,660 
Coorow (S)	Western Australia	Outer Regional Australia	65.6%	47.8%	 836 
Corrigin (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 912 
Cottesloe (T)	Western Australia	Major Cities of Australia	91.7%	75.9%	 6,848 
Cranbrook (S)	Western Australia	Outer Regional Australia	67.4%	41.8%	 846 
Cuballing (S)	Western Australia	Outer Regional Australia	65.1%	48.7%	 707 
Cue (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 126 
Cunderdin (S)	Western Australia	Outer Regional Australia	56.9%	43.2%	 1,138 
Dalwallinu (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,092 
Dandaragan (S)	Western Australia	Outer Regional Australia	73.0%	54.2%	 2,759 
Dardanup (S)	Western Australia	Inner Regional Australia	65.1%	47.2%	 11,258 
Denmark (S)	Western Australia	Outer Regional Australia	68.0%	50.0%	 5,119 
Derby-West Kimberley (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 6,033 
Donnybrook-Balingup (S)	Western Australia	Inner Regional Australia	67.4%	46.2%	 4,989 
Dowerin (S)	Western Australia	Outer Regional Australia	76.6%	55.7%	 508 
Dumbleyung (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 521 
Dundas (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 625 
East Fremantle (T)	Western Australia	Major Cities of Australia	79.5%	64.1%	 6,394 
East Pilbara (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 9,246 
Esperance (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 11,305 
Exmouth (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,310 
Fremantle (C)	Western Australia	Major Cities of Australia	78.6%	60.5%	 26,450 
Gingin (S)	Western Australia	Inner Regional Australia	63.0%	38.5%	 4,484 
Gnowangerup (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 959 
Goomalling (S)	Western Australia	Outer Regional Australia	60.4%	42.3%	 801 
Gosnells (C)	Western Australia	Major Cities of Australia	61.9%	42.4%	 97,821 
Greater Geraldton (C)	Western Australia	Outer Regional Australia	63.7%	43.5%	 30,224 
Halls Creek (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,513 
Harvey (S)	Western Australia	Inner Regional Australia	66.9%	48.0%	 21,919 
Irwin (S)	Western Australia	Outer Regional Australia	75.4%	53.2%	 2,968 
Jerramungup (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 861 
Joondalup (C)	Western Australia	Major Cities of Australia	78.5%	58.9%	 128,904 
Kalamunda (C)	Western Australia	Major Cities of Australia	69.0%	49.0%	 47,402 
Kalgoorlie/Boulder (C)	Western Australia	Outer Regional Australia	55.1%	37.8%	 22,664 
Karratha (C)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 16,718 
Katanning (S)	Western Australia	Outer Regional Australia	59.1%	41.8%	 3,176 
Kellerberrin (S)	Western Australia	Outer Regional Australia	65.8%	48.4%	 979 
Kent (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 428 
Kojonup (S)	Western Australia	Outer Regional Australia	79.4%	54.8%	 1,521 
Kondinin (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 704 
Koorda (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 315 
Kulin (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 600 
Kwinana (C)	Western Australia	Major Cities of Australia	57.5%	40.5%	 34,833 
Lake Grace (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 944 
Laverton (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,059 
Leonora (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,239 
Mandurah (C)	Western Australia	Major Cities of Australia	68.3%	48.9%	 70,627 
Manjimup (S)	Western Australia	Outer Regional Australia	71.9%	52.5%	 7,424 
Meekatharra (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 798 
Melville (C)	Western Australia	Major Cities of Australia	80.8%	62.3%	 84,438 
Menzies (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 447 
Merredin (S)	Western Australia	Outer Regional Australia	57.5%	36.5%	 2,715 
Mingenew (S)	Western Australia	Outer Regional Australia	84.2%	54.5%	 330 
Moora (S)	Western Australia	Outer Regional Australia	78.1%	58.0%	 1,842 
Morawa (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 538 
Mosman Park (T)	Western Australia	Major Cities of Australia	81.0%	65.7%	 7,601 
Mount Magnet (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 356 
Mount Marshall (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 389 
Mukinbudin (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 418 
Mundaring (S)	Western Australia	Major Cities of Australia	68.9%	45.9%	 32,172 
Murchison (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 134 
Murray (S)	Western Australia	Major Cities of Australia	59.8%	40.2%	 14,573 
Nannup (S)	Western Australia	Outer Regional Australia	73.6%	55.1%	 1,149 
Narembeen (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 683 
Narrogin (S)	Western Australia	Outer Regional Australia	68.0%	52.1%	 4,023 
Nedlands (C)	Western Australia	Major Cities of Australia	92.1%	76.6%	 18,250 
Ngaanyatjarraku (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,339 
Northam (S)	Western Australia	Inner Regional Australia	59.3%	40.4%	 9,004 
Northampton (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,379 
Nungarin (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 210 
Peppermint Grove (S)	Western Australia	Major Cities of Australia	72.3%	59.7%	 1,470 
Perenjori (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 475 
Perth (C)	Western Australia	Major Cities of Australia	70.9%	55.7%	 26,749 
Pingelly (S)	Western Australia	Outer Regional Australia	72.6%	45.7%	 919 
Plantagenet (S)	Western Australia	Outer Regional Australia	68.7%	47.3%	 4,330 
Port Hedland (T)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 11,260 
Quairading (S)	Western Australia	Outer Regional Australia	76.4%	46.8%	 808 
Ravensthorpe (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,313 
Rockingham (C)	Western Australia	Major Cities of Australia	61.2%	43.4%	 105,754 
Sandstone (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 78 
Serpentine-Jarrahdale (S)	Western Australia	Major Cities of Australia	55.7%	38.0%	 24,591 
Shark Bay (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 771 
South Perth (C)	Western Australia	Major Cities of Australia	72.4%	56.7%	 37,440 
Stirling (C)	Western Australia	Major Cities of Australia	70.6%	52.6%	 183,276 
Subiaco (C)	Western Australia	Major Cities of Australia	84.1%	69.8%	 14,512 
Swan (C)	Western Australia	Major Cities of Australia	62.1%	41.0%	 114,972 
Tammin (S)	Western Australia	Outer Regional Australia	74.9%	52.5%	 303 
Three Springs (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 421 
Toodyay (S)	Western Australia	Inner Regional Australia	60.9%	42.4%	 3,851 
Trayning (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 288 
Upper Gascoyne (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 210 
Victoria Park (T)	Western Australia	Major Cities of Australia	66.3%	50.0%	 31,968 
Victoria Plains (S)	Western Australia	Outer Regional Australia	65.5%	47.7%	 750 
Vincent (C)	Western Australia	Major Cities of Australia	68.9%	53.3%	 31,265 
Wagin (S)	Western Australia	Outer Regional Australia	70.6%	53.2%	 1,482 
Wandering (S)	Western Australia	Outer Regional Australia	64.4%	48.6%	 348 
Wanneroo (C)	Western Australia	Major Cities of Australia	63.2%	44.8%	 161,346 
Waroona (S)	Western Australia	Inner Regional Australia	59.0%	41.3%	 3,452 
West Arthur (S)	Western Australia	Outer Regional Australia	65.9%	42.9%	 624 
Westonia (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 264 
Wickepin (S)	Western Australia	Outer Regional Australia	81.1%	59.0%	 556 
Williams (S)	Western Australia	Outer Regional Australia	73.6%	51.9%	 784 
Wiluna (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 609 
Wongan-Ballidu (S)	Western Australia	Outer Regional Australia	77.6%	58.4%	 1,002 
Woodanilling (S)	Western Australia	Outer Regional Australia	54.3%	35.8%	 335 
Wyalkatchem (S)	Western Australia	Outer Regional Australia	70.6%	54.7%	 422 
Wyndham-East Kimberley (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,585 
Yalgoo (S)	Western Australia	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 320 
Yilgarn (S)	Western Australia	Remote Australia - see note and refer to SA4 data	N/A	N/A	 969 
York (S)	Western Australia	Inner Regional Australia	69.4%	51.1%	 2,974 
Break O'Day (M)	Tasmania	Outer Regional Australia	73.8%	54.4%	 5,386 
Brighton (M)	Tasmania	Inner Regional Australia	67.6%	49.7%	 13,587 
Burnie (C)	Tasmania	Outer Regional Australia	71.6%	50.0%	 15,920 
Central Coast (M) (Tas.)	Tasmania	Outer Regional Australia	76.5%	55.1%	 18,315 
Central Highlands (M) (Tas.)	Tasmania	Outer Regional Australia	64.6%	44.8%	 1,767 
Circular Head (M)	Tasmania	Outer Regional Australia	63.5%	51.9%	 6,433 
Clarence (C)	Tasmania	Inner Regional Australia	84.4%	68.1%	 47,402 
Derwent Valley (M)	Tasmania	Inner Regional Australia	66.1%	49.8%	 8,478 
Devonport (C)	Tasmania	Inner Regional Australia	71.1%	48.9%	 20,988 
Dorset (M)	Tasmania	Outer Regional Australia	72.0%	52.1%	 5,525 
Flinders (M) (Tas.)	Tasmania	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 865 
George Town (M)	Tasmania	Outer Regional Australia	70.5%	56.3%	 5,764 
Glamorgan/Spring Bay (M)	Tasmania	Remote Australia - see note and refer to SA4 data	N/A	N/A	 4,075 
Glenorchy (C)	Tasmania	Inner Regional Australia	78.3%	59.0%	 39,191 
Hobart (C)	Tasmania	Inner Regional Australia	86.8%	71.8%	 46,649 
Huon Valley (M)	Tasmania	Outer Regional Australia	71.4%	55.6%	 14,405 
Kentish (M)	Tasmania	Outer Regional Australia	63.2%	42.8%	 5,322 
King Island (M)	Tasmania	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,346 
Kingborough (M)	Tasmania	Inner Regional Australia	86.0%	69.7%	 30,923 
Latrobe (M) (Tas.)	Tasmania	Outer Regional Australia	72.5%	51.3%	 9,713 
Launceston (C)	Tasmania	Inner Regional Australia	78.4%	61.9%	 55,869 
Meander Valley (M)	Tasmania	Inner Regional Australia	75.0%	58.9%	 16,467 
Northern Midlands (M)	Tasmania	Inner Regional Australia	76.6%	59.5%	 11,170 
Sorell (M)	Tasmania	Inner Regional Australia	75.3%	55.9%	 12,763 
Southern Midlands (M)	Tasmania	Outer Regional Australia	65.5%	48.0%	 5,144 
Tasman (M)	Tasmania	Outer Regional Australia	83.0%	62.8%	 2,135 
Waratah/Wynyard (M)	Tasmania	Outer Regional Australia	72.6%	53.4%	 11,370 
West Coast (M)	Tasmania	Remote Australia - see note and refer to SA4 data	N/A	N/A	 3,423 
West Tamar (M)	Tasmania	Inner Regional Australia	79.9%	62.5%	 19,931 
Alice Springs (T)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 20,685 
Barkly (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,408 
Belyuen (S)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 143 
Central Desert (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 3,023 
Coomalie (S)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 1,112 
Darwin (C)	Northern Territory	Outer Regional Australia	86.0%	70.8%	 67,446 
East Arnhem (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 7,609 
Katherine (T)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 8,331 
Litchfield (M)	Northern Territory	Outer Regional Australia	46.0%	34.6%	 21,345 
MacDonnell (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,461 
Palmerston (C)	Northern Territory	Outer Regional Australia	70.7%	55.8%	 28,583 
Roper Gulf (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,415 
Tiwi Islands (R)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,094 
Victoria Daly (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,331 
Wagait (S)	Northern Territory	Remote Australia - see note and refer to SA4 data	N/A	N/A	 440 
West Arnhem (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,212 
West Daly (R)	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 2,578 
Unincorporated NT	Northern Territory	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 5,882 
Unincorporated ACT	Australian Capital Territory	Major Cities of Australia	93.9%	67.1%	 345,325 
Unincorp. Other Territories	Other Territories	Very Remote Australia - see note and refer to SA4 data	N/A	N/A	 3,866 

