Maralinga Tjarutja (AC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 61 
Marion (C),South Australia,Major Cities of Australia,66.7%,47.2%," 77,742 "
Mid Murray (DC),South Australia,Inner Regional Australia,54.7%,34.5%," 7,878 "
Mitcham (C),South Australia,Major Cities of Australia,75.1%,56.0%," 55,506 "
Mount Barker (DC),South Australia,Inner Regional Australia,66.2%,46.9%," 29,194 "
Mount Gambier (C),South Australia,Inner Regional Australia,72.8%,42.1%," 21,802 "
Mount Remarkable (DC),South Australia,Outer Regional Australia,62.6%,42.7%," 2,491 "
Murray Bridge (RC),South Australia,Inner Regional Australia,53.5%,35.4%," 18,602 "
Naracoorte and Lucindale (DC),South Australia,Outer Regional Australia,70.3%,47.6%," 6,866 "
Northern Areas (DC),South Australia,Outer Regional Australia,69.2%,47.3%," 3,779 "
Norwood Payneham St Peters (C),South Australia,Major Cities of Australia,68.9%,49.4%," 31,585 "
Onkaparinga (C),South Australia,Major Cities of Australia,63.2%,46.9%," 140,961 "
Orroroo/Carrieton (DC),South Australia,Outer Regional Australia,78.5%,50.5%, 699 
Peterborough (DC),South Australia,Outer Regional Australia,51.0%,28.6%," 1,470 "
Playford (C),South Australia,Major Cities of Australia,46.5%,31.0%," 72,425 "
Port Adelaide Enfield (C),South Australia,Major Cities of Australia,58.5%,38.5%," 105,880 "
Port Augusta (C),South Australia,Outer Regional Australia,62.5%,46.1%," 11,206 "
Port Lincoln (C),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,782 "
Port Pirie City and Dists (M),South Australia,Outer Regional Australia,61.0%,43.6%," 14,441 "
Prospect (C),South Australia,Major Cities of Australia,67.2%,46.2%," 17,667 "
Renmark Paringa (DC),South Australia,Outer Regional Australia,55.3%,33.6%," 8,204 "
Robe (DC),South Australia,Outer Regional Australia,70.7%,53.0%," 1,263 "
Roxby Downs (M),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,941 "
Salisbury (C),South Australia,Major Cities of Australia,53.0%,36.3%," 114,763 "
Southern Mallee (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,720 "
Streaky Bay (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,715 "
Tatiara (DC),South Australia,Outer Regional Australia,61.4%,41.3%," 5,557 "
Tea Tree Gully (C),South Australia,Major Cities of Australia,62.9%,44.4%," 82,506 "
The Coorong (DC),South Australia,Outer Regional Australia,61.3%,44.4%," 4,457 "
Tumby Bay (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,241 "
Unley (C),South Australia,Major Cities of Australia,74.4%,54.5%," 32,926 "
Victor Harbor (C),South Australia,Inner Regional Australia,76.4%,57.1%," 13,395 "
Wakefield (DC),South Australia,Inner Regional Australia,60.8%,42.0%," 5,537 "
Walkerville (M),South Australia,Major Cities of Australia,75.2%,55.8%," 6,778 "
Wattle Range (DC),South Australia,Outer Regional Australia,62.7%,41.9%," 9,916 "
West Torrens (C),South Australia,Major Cities of Australia,61.8%,42.4%," 51,839 "
Whyalla (C),South Australia,Outer Regional Australia,60.4%,45.7%," 17,494 "
Wudinna (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,026 "
Yankalilla (DC),South Australia,Inner Regional Australia,66.8%,47.5%," 4,774 "
Yorke Peninsula (DC),South Australia,Outer Regional Australia,68.2%,47.0%," 9,738 "
Unincorporated SA,South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,012 "
Albany (C),Western Australia,Outer Regional Australia,62.9%,42.3%," 31,107 "
Armadale (C),Western Australia,Major Cities of Australia,54.6%,36.3%," 69,570 "
Ashburton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,339 "
Augusta-Margaret River (S),Western Australia,Inner Regional Australia,58.2%,38.2%," 12,635 "
Bassendean (T),Western Australia,Major Cities of Australia,63.0%,43.5%," 12,975 "
Bayswater (C),Western Australia,Major Cities of Australia,61.3%,42.5%," 57,472 "
Belmont (C),Western Australia,Major Cities of Australia,55.4%,37.5%," 35,165 "
Beverley (S),Western Australia,Outer Regional Australia,64.0%,41.0%," 1,498 "
Boddington (S),Western Australia,Inner Regional Australia,49.0%,32.5%," 1,453 "
Boyup Brook (S),Western Australia,Outer Regional Australia,55.4%,37.9%," 1,420 "
Bridgetown-Greenbushes (S),Western Australia,Outer Regional Australia,67.9%,46.5%," 3,882 "
Brookton (S),Western Australia,Outer Regional Australia,68.2%,46.6%, 759 
Broome (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 12,748 "
Broomehill-Tambellup (S),Western Australia,Outer Regional Australia,47.2%,31.1%, 827 
Bruce Rock (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 750 
Bunbury (C),Western Australia,Inner Regional Australia,63.1%,44.2%," 25,968 "
Busselton (C),Western Australia,Inner Regional Australia,65.1%,45.7%," 31,743 "
Cambridge (T),Western Australia,Major Cities of Australia,83.1%,63.4%," 22,905 "
Canning (C),Western Australia,Major Cities of Australia,66.9%,46.3%," 76,082 "
Capel (S),Western Australia,Inner Regional Australia,57.9%,40.2%," 14,004 "
Carnamah (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 441 
Carnarvon (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,142 "
Chapman Valley (S),Western Australia,Outer Regional Australia,37.1%,21.3%," 1,179 "
Chittering (S),Western Australia,Inner Regional Australia,51.4%,34.5%," 4,799 "
Claremont (T),Western Australia,Major Cities of Australia,85.1%,66.7%," 9,016 "
Cockburn (C),Western Australia,Major Cities of Australia,59.8%,40.5%," 91,462 "
Collie (S),Western Australia,Inner Regional Australia,55.7%,37.0%," 6,971 "
Coolgardie (S),Western Australia,Outer Regional Australia,36.6%,22.1%," 2,660 "
Coorow (S),Western Australia,Outer Regional Australia,61.2%,40.6%, 836 
Corrigin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 912 
Cottesloe (T),Western Australia,Major Cities of Australia,87.6%,67.8%," 6,848 "
Cranbrook (S),Western Australia,Outer Regional Australia,58.3%,33.2%, 846 
Cuballing (S),Western Australia,Outer Regional Australia,59.7%,43.3%, 707 
Cue (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 126 
Cunderdin (S),Western Australia,Outer Regional Australia,51.1%,33.0%," 1,138 "
Dalwallinu (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,092 "
Dandaragan (S),Western Australia,Outer Regional Australia,67.6%,47.3%," 2,759 "
Dardanup (S),Western Australia,Inner Regional Australia,58.5%,40.4%," 11,258 "
Denmark (S),Western Australia,Outer Regional Australia,62.6%,44.7%," 5,119 "
Derby-West Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 6,033 "
Donnybrook-Balingup (S),Western Australia,Inner Regional Australia,60.7%,40.0%," 4,989 "
Dowerin (S),Western Australia,Outer Regional Australia,67.9%,47.2%, 508 
Dumbleyung (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 521 
Dundas (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 625 
East Fremantle (T),Western Australia,Major Cities of Australia,75.3%,56.7%," 6,394 "
East Pilbara (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 9,246 "
Esperance (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,305 "
Exmouth (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,310 "
Fremantle (C),Western Australia,Major Cities of Australia,73.4%,53.4%," 26,450 "
Gingin (S),Western Australia,Inner Regional Australia,53.1%,31.8%," 4,484 "
Gnowangerup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 959 
Goomalling (S),Western Australia,Outer Regional Australia,53.8%,34.0%, 801 
Gosnells (C),Western Australia,Major Cities of Australia,54.4%,35.5%," 97,821 "
Greater Geraldton (C),Western Australia,Outer Regional Australia,56.5%,38.2%," 30,224 "
Halls Creek (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,513 "
Harvey (S),Western Australia,Inner Regional Australia,60.1%,40.9%," 21,919 "
Irwin (S),Western Australia,Outer Regional Australia,71.1%,46.4%," 2,968 "
Jerramungup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 861 
Joondalup (C),Western Australia,Major Cities of Australia,71.0%,52.0%," 128,904 "
Kalamunda (C),Western Australia,Major Cities of Australia,61.2%,42.3%," 47,402 "
Kalgoorlie/Boulder (C),Western Australia,Outer Regional Australia,48.2%,31.6%," 22,664 "
Karratha (C),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 16,718 "
Katanning (S),Western Australia,Outer Regional Australia,52.6%,34.6%," 3,176 "
Kellerberrin (S),Western Australia,Outer Regional Australia,59.8%,37.9%, 979 
Kent (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 428 
Kojonup (S),Western Australia,Outer Regional Australia,74.0%,46.8%," 1,521 "
Kondinin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 704 
Koorda (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 315 
Kulin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 600 
Kwinana (C),Western Australia,Major Cities of Australia,50.8%,34.7%," 34,833 "
Lake Grace (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 944 
Laverton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,059 "
Leonora (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,239 "
Mandurah (C),Western Australia,Major Cities of Australia,61.6%,43.0%," 70,627 "
Manjimup (S),Western Australia,Outer Regional Australia,66.3%,44.5%," 7,424 "
Meekatharra (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 798 
Melville (C),Western Australia,Major Cities of Australia,74.7%,54.0%," 84,438 "
Menzies (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 447 
Merredin (S),Western Australia,Outer Regional Australia,50.3%,31.0%," 2,715 "
Mingenew (S),Western Australia,Outer Regional Australia,76.1%,45.8%, 330 
Moora (S),Western Australia,Outer Regional Australia,70.5%,51.8%," 1,842 "
Morawa (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 538 
Mosman Park (T),Western Australia,Major Cities of Australia,76.8%,58.2%," 7,601 "
Mount Magnet (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 356 
Mount Marshall (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 389 
Mukinbudin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 418 
Mundaring (S),Western Australia,Major Cities of Australia,60.6%,39.8%," 32,172 "
Murchison (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 134 
Murray (S),Western Australia,Major Cities of Australia,53.6%,34.8%," 14,573 "
Nannup (S),Western Australia,Outer Regional Australia,67.7%,48.5%," 1,149 "
Narembeen (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 683 
Narrogin (S),Western Australia,Outer Regional Australia,62.1%,46.2%," 4,023 "
Nedlands (C),Western Australia,Major Cities of Australia,87.7%,68.6%," 18,250 "
Ngaanyatjarraku (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,339 "
Northam (S),Western Australia,Inner Regional Australia,52.7%,34.0%," 9,004 "
Northampton (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,379 "
Nungarin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Peppermint Grove (S),Western Australia,Major Cities of Australia,69.3%,53.1%," 1,470 "
Perenjori (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 475 
Perth (C),Western Australia,Major Cities of Australia,65.1%,48.4%," 26,749 "
Pingelly (S),Western Australia,Outer Regional Australia,62.8%,40.9%, 919 
Plantagenet (S),Western Australia,Outer Regional Australia,58.8%,40.1%," 4,330 "
Port Hedland (T),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,260 "
Quairading (S),Western Australia,Outer Regional Australia,70.7%,42.0%, 808 
Ravensthorpe (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,313 "
Rockingham (C),Western Australia,Major Cities of Australia,54.2%,37.7%," 105,754 "
Sandstone (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 78 
Serpentine-Jarrahdale (S),Western Australia,Major Cities of Australia,48.2%,31.6%," 24,591 "
Shark Bay (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 771 
South Perth (C),Western Australia,Major Cities of Australia,67.2%,49.1%," 37,440 "
Stirling (C),Western Australia,Major Cities of Australia,64.3%,45.6%," 183,276 "
Subiaco (C),Western Australia,Major Cities of Australia,79.9%,62.8%," 14,512 "
Swan (C),Western Australia,Major Cities of Australia,53.6%,34.8%," 114,972 "
Tammin (S),Western Australia,Outer Regional Australia,64.0%,39.6%, 303 
Three Springs (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 421 
Toodyay (S),Western Australia,Inner Regional Australia,55.5%,36.8%," 3,851 "
Trayning (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 288 
Upper Gascoyne (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Victoria Park (T),Western Australia,Major Cities of Australia,60.6%,42.9%," 31,968 "
Victoria Plains (S),Western Australia,Outer Regional Australia,59.9%,41.7%, 750 
Vincent (C),Western Australia,Major Cities of Australia,63.5%,46.1%," 31,265 "
Wagin (S),Western Australia,Outer Regional Australia,64.1%,46.3%," 1,482 "
Wandering (S),Western Australia,Outer Regional Australia,60.6%,39.1%, 348 
Wanneroo (C),Western Australia,Major Cities of Australia,55.2%,38.8%," 161,346 "
Waroona (S),Western Australia,Inner Regional Australia,53.0%,34.3%," 3,452 "
West Arthur (S),Western Australia,Outer Regional Australia,60.4%,35.9%, 624 
Westonia (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 264 
Wickepin (S),Western Australia,Outer Regional Australia,74.8%,52.0%, 556 
Williams (S),Western Australia,Outer Regional Australia,67.7%,44.4%, 784 
Wiluna (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 609 
Wongan-Ballidu (S),Western Australia,Outer Regional Australia,71.7%,53.0%," 1,002 "
Woodanilling (S),Western Australia,Outer Regional Australia,45.4%,29.9%, 335 
Wyalkatchem (S),Western Australia,Outer Regional Australia,67.3%,46.9%, 422 
Wyndham-East Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,585 "
Yalgoo (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 320 
Yilgarn (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 969 
York (S),Western Australia,Inner Regional Australia,64.2%,44.8%," 2,974 "
Break O'Day (M),Tasmania,Outer Regional Australia,68.9%,47.7%," 5,386 "
Brighton (M),Tasmania,Inner Regional Australia,61.5%,40.9%," 13,587 "
Burnie (C),Tasmania,Outer Regional Australia,64.2%,43.4%," 15,920 "
Central Coast (M) (Tas.),Tasmania,Outer Regional Australia,68.6%,49.3%," 18,315 "
Central Highlands (M) (Tas.),Tasmania,Outer Regional Australia,59.3%,37.1%," 1,767 "
Circular Head (M),Tasmania,Outer Regional Australia,59.0%,45.9%," 6,433 "
Clarence (C),Tasmania,Inner Regional Australia,79.4%,57.6%," 47,402 "
Derwent Valley (M),Tasmania,Inner Regional Australia,62.0%,40.7%," 8,478 "
Devonport (C),Tasmania,Inner Regional Australia,62.7%,44.8%," 20,988 "
Dorset (M),Tasmania,Outer Regional Australia,66.8%,43.9%," 5,525 "
Flinders (M) (Tas.),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 865 
George Town (M),Tasmania,Outer Regional Australia,64.1%,50.6%," 5,764 "
Glamorgan/Spring Bay (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,075 "
Glenorchy (C),Tasmania,Inner Regional Australia,73.1%,48.5%," 39,191 "
Hobart (C),Tasmania,Inner Regional Australia,83.0%,61.3%," 46,649 "
Huon Valley (M),Tasmania,Outer Regional Australia,67.2%,47.3%," 14,405 "
Kentish (M),Tasmania,Outer Regional Australia,55.7%,39.0%," 5,322 "
King Island (M),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,346 "
Kingborough (M),Tasmania,Inner Regional Australia,82.1%,58.5%," 30,923 "
Latrobe (M) (Tas.),Tasmania,Outer Regional Australia,65.1%,46.4%," 9,713 "
Launceston (C),Tasmania,Inner Regional Australia,69.5%,55.9%," 55,869 "
Meander Valley (M),Tasmania,Inner Regional Australia,67.3%,52.7%," 16,467 "
Northern Midlands (M),Tasmania,Inner Regional Australia,69.1%,53.5%," 11,170 "
Sorell (M),Tasmania,Inner Regional Australia,70.4%,46.9%," 12,763 "
Southern Midlands (M),Tasmania,Outer Regional Australia,60.3%,39.5%," 5,144 "
Tasman (M),Tasmania,Outer Regional Australia,78.5%,57.2%," 2,135 "
Waratah/Wynyard (M),Tasmania,Outer Regional Australia,65.7%,47.6%," 11,370 "
West Coast (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,423 "
West Tamar (M),Tasmania,Inner Regional Australia,71.3%,56.2%," 19,931 "
Alice Springs (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 20,685 "
Barkly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,408 "
Belyuen (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 143 
Central Desert (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,023 "
Coomalie (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,112 "
Darwin (C),Northern Territory,Outer Regional Australia,81.0%,62.8%," 67,446 "
East Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 7,609 "
Katherine (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 8,331 "
Litchfield (M),Northern Territory,Outer Regional Australia,42.2%,29.4%," 21,345 "
MacDonnell (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,461 "
Palmerston (C),Northern Territory,Outer Regional Australia,65.3%,47.0%," 28,583 "
Roper Gulf (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,415 "
Tiwi Islands (R),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,094 "
Victoria Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,331 "
Wagait (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 440 
West Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,212 "
West Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,578 "
Unincorporated NT,Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,882 "
Unincorporated ACT,Australian Capital Territory,Major Cities of Australia,81.0%,56.1%," 345,325 "
Unincorp. Other Territories,Other Territories,Very Remote Australia - see note and refer to SA4 data,70.2%,57.5%," 3,866 "
,,#N/A,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
